name,Trajectory on real rc car,_runtime,_step,_timestamp,_wandb,number of actions,reward_from_observations,terminal_reward,total_reward
kl07jadgunique_f,"{'_type': 'image-file', 'format': 'png', 'height': 1200, 'path': 'media/images/Trajectory on real rc car_3_b547c914d6dc49c99e41.png', 'sha256': 'b547c914d6dc49c99e41f928508adf3aa8ceb4b947b5df2e28c9bfb1b6a44b11', 'size': 262857, 'width': 2400}",57.27395749092102,3,1742932722.0852363,{'runtime': 54},67,96.56307220458984,0,96.56307220458984
bdthvoz3unique_f,"{'_type': 'image-file', 'format': 'png', 'height': 1200, 'path': 'media/images/Trajectory on real rc car_2_5c00a1bd5d2b38cfafe2.png', 'sha256': '5c00a1bd5d2b38cfafe26c7427f006c8ccb3c2e8d1aed5d37146ac90c757e8c5', 'size': 246223, 'width': 2400}",55.09909629821777,2,1742932782.0032763,{'runtime': 53},67,91.03453826904295,0,91.03453826904295
j8lkb910unique_f,"{'_type': 'image-file', 'format': 'png', 'height': 1200, 'path': 'media/images/Trajectory on real rc car_1_66db8a3f151c06b41b92.png', 'sha256': '66db8a3f151c06b41b92590efdd7989d0227b16979f9a61b775fa9badb37e363', 'size': 254092, 'width': 2400}",57.68049836158752,1,1742932844.2167854,{'runtime': 55},67,93.60907745361328,0,93.60907745361328
a2opj434unique_f,"{'_type': 'image-file', 'format': 'png', 'height': 1200, 'path': 'media/images/Trajectory on real rc car_1_6ed0125937689ba38942.png', 'sha256': '6ed0125937689ba38942f7e89e9691d2fd329330019777e522d6755db75393c6', 'size': 261785, 'width': 2400}",44.932825803756714,1,1742932902.59263,{'runtime': 43},67,100.8480453491211,0,100.8480453491211
io4ybpc7unique_f,"{'_type': 'image-file', 'format': 'png', 'height': 1200, 'path': 'media/images/Trajectory on real rc car_1_f0445421e8f70505f608.png', 'sha256': 'f0445421e8f70505f6085d98788122a4c2cb20b6f046b6f08f8caaaa8e54c223', 'size': 263203, 'width': 2400}",61.255003929138184,1,1742932968.419589,{'runtime': 59},67,61.091556549072266,0,61.091556549072266
